nome,email,telefone,cidade,assunto,mensagem,origem,dia_envio,followup_72h,followup_7d,call_15min
Fábio Souza,contato98@exemplo.com,,Itanhaém,Parceria Consórcio Ademicon para Itanhaém Premium,"Olá, Fábio Souza!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Itanhaém Premium (Itanhaém): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Itanhaém Premium:** Itanhaém tem custo-benefício e tranquilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Itanhaém Premium.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Leonardo Azevedo,contato102@exemplo.com,,Guarujá,Parceria Consórcio Ademicon para Guarujá Premium,"Olá, Leonardo Azevedo!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Guarujá Premium (Guarujá): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Guarujá Premium:** Guarujá tem alta temporada forte e rentabilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Guarujá Premium.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Thiago Rocha,contato106@exemplo.com,,Peruíbe,Parceria Consórcio Ademicon para Peruíbe Eco,"Olá, Thiago Rocha!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Peruíbe Eco (Peruíbe): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Peruíbe Eco:** Peruíbe tem valorização silenciosa e potencial. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Peruíbe Eco.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Patrícia Ribeiro,contato111@exemplo.com,,Santos,Parceria Consórcio Ademicon para Gonzaga Digital,"Olá, Patrícia Ribeiro!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Gonzaga Digital (Santos): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Gonzaga Digital:** Santos tem investimento seguro em área nobre. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Gonzaga Digital.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Fernanda Rocha,contato119@exemplo.com,,Praia Grande,Parceria Consórcio Ademicon para Praia Grande Smart,"Olá, Fernanda Rocha!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Praia Grande Smart (Praia Grande): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Praia Grande Smart:** Praia Grande tem preço acessível e valorização rápida. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Praia Grande Smart.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Thiago Almeida,contato122@exemplo.com,,Guarujá,Parceria Consórcio Ademicon para Guarujá Conecta,"Olá, Thiago Almeida!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Guarujá Conecta (Guarujá): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Guarujá Conecta:** Guarujá tem alta temporada forte e rentabilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Guarujá Conecta.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Gustavo Costa,contato128@exemplo.com,,Itanhaém,Parceria Consórcio Ademicon para Itanhaém Surf,"Olá, Gustavo Costa!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Itanhaém Surf (Itanhaém): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Itanhaém Surf:** Itanhaém tem custo-benefício e tranquilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Itanhaém Surf.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Carla Nunes,contato139@exemplo.com,,Praia Grande,Parceria Consórcio Ademicon para Praia Grande Relax,"Olá, Carla Nunes!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Praia Grande Relax (Praia Grande): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Praia Grande Relax:** Praia Grande tem preço acessível e valorização rápida. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Praia Grande Relax.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Marina Costa,contato142@exemplo.com,,Guarujá,Parceria Consórcio Ademicon para Guarujá Executive,"Olá, Marina Costa!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Guarujá Executive (Guarujá): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Guarujá Executive:** Guarujá tem alta temporada forte e rentabilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Guarujá Executive.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Larissa Barros,contato148@exemplo.com,,Itanhaém,Parceria Consórcio Ademicon para Itanhaém Executive,"Olá, Larissa Barros!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Itanhaém Executive (Itanhaém): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Itanhaém Executive:** Itanhaém tem custo-benefício e tranquilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Itanhaém Executive.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Juliano Mendes,contato156@exemplo.com,,Santos,Parceria Consórcio Ademicon para Santos Vision,"Olá, Juliano Mendes!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Santos Vision (Santos): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Santos Vision:** Santos tem investimento seguro em área nobre. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Santos Vision.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
André Luiz,contato162@exemplo.com,,Guarujá,Parceria Consórcio Ademicon para Guarujá Coast Imóveis,"Olá, André Luiz!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Guarujá Coast Imóveis (Guarujá): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Guarujá Coast Imóveis:** Guarujá tem alta temporada forte e rentabilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Guarujá Coast Imóveis.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Fábio Souza,contato168@exemplo.com,,Itanhaém,Parceria Consórcio Ademicon para Itanhaém Premium,"Olá, Fábio Souza!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Itanhaém Premium (Itanhaém): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Itanhaém Premium:** Itanhaém tem custo-benefício e tranquilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Itanhaém Premium.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Thiago Barros,contato177@exemplo.com,,Guarujá,Parceria Consórcio Ademicon para Guarujá Launch,"Olá, Thiago Barros!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Guarujá Launch (Guarujá): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Guarujá Launch:** Guarujá tem alta temporada forte e rentabilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Guarujá Launch.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Marina Costa,contato187@exemplo.com,,Guarujá,Parceria Consórcio Ademicon para Guarujá Platinum,"Olá, Marina Costa!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Guarujá Platinum (Guarujá): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Guarujá Platinum:** Guarujá tem alta temporada forte e rentabilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Guarujá Platinum.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Larissa Barros,contato193@exemplo.com,,Itanhaém,Parceria Consórcio Ademicon para Itanhaém Platinum,"Olá, Larissa Barros!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Itanhaém Platinum (Itanhaém): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Itanhaém Platinum:** Itanhaém tem custo-benefício e tranquilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Itanhaém Platinum.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Fábio Rocha,contato202@exemplo.com,,Guarujá,Parceria Consórcio Ademicon para Guarujá Elite,"Olá, Fábio Rocha!  Me chamo Carolina Moura, CEO da Praia Digital.  Tenho uma proposta específica para a Guarujá Elite (Guarujá): uma parceria para oferecer **consórcio imobiliário e de automóveis** com a **Ademicon**.  **Por que faz sentido para Guarujá Elite:** Guarujá tem alta temporada forte e rentabilidade. Seus clientes ganham uma alternativa sem juros abusivos, e você aumenta vendas sem custo de adesão.  **Vantagens diretas para sua imobiliária:** ✅ Comissão por indicação sem investimento inicial ✅ Taxa administrativa transparente, sem juros compostos ✅ Treinamento gratuito e material profissional ✅ Acesso a ferramentas de IA e prospecção gratuita: https://praia.digital ✅ Seu cliente negocia como comprador à vista — desconto de 5% a 15% no imóvel  **Exemplo prático (crédito R$ 200.000 | 120 meses):** - Consórcio Ademicon: ~R$ 215.000 total - Financiamento tradicional: acima de R$ 320.000 - **Economia para o comprador: R$ 105.000+**  Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Queremos conversar 15 minutos sobre como isso pode funcionar na prática para Guarujá Elite.  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-consorcio-20-leads-20260709.csv,2026-07-10,2026-07-13,2026-07-17,Sim
Ricardo Gomes,contato229@exemplo.com,,Itanhaém,Captação de Imóveis Sem Taxa para Porto da Lua Prime,"Olá, Ricardo Gomes!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Porto da Lua Prime (Itanhaém) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Porto da Lua Prime?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Ricardo Rocha,contato232@exemplo.com,,Bertioga,Captação de Imóveis Sem Taxa para Praia Grande Site View,"Olá, Ricardo Rocha!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Praia Grande Site View (Bertioga) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Praia Grande Site View?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Ana Pereira,contato280@exemplo.com,,Itanhaém,Captação de Imóveis Sem Taxa para Porto da Lua Blue,"Olá, Ana Pereira!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Porto da Lua Blue (Itanhaém) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Porto da Lua Blue?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Fernanda Pereira,contato282@exemplo.com,,Santos,Captação de Imóveis Sem Taxa para Prime Imóveis Centro,"Olá, Fernanda Pereira!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Prime Imóveis Centro (Santos) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Prime Imóveis Centro?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
Larissa Lopes,contato306@exemplo.com,,Guarujá,Captação de Imóveis Sem Taxa para Costa Verde Imóveis,"Olá, Larissa Lopes!  Me chamo Carolina Moura, CEO da Praia Digital.  Notei que a Costa Verde Imóveis (Guarujá) pode captar mais imóveis sem taxa e aumentar conversões com nosso modelo simples:  Serviço: Captação de Imóveis no Litoral — Sem Taxa para Proprietários  Por que funciona: - Proprietários preferem modelagem sem taxa de cadastro - Você aumenta o portfólio sem custo inicial - Divulgação completa em até 7 dias  O que está incluso: - Cadastro profissional do imóvel - Divulgação em portais, redes sociais e SEO local - Relatório semanal de interessados - Receita compartilhada no fechamento  Acesso gratuito às nossas ferramentas: https://praia.digital Conheça nosso site: https://acarolmourad-commits.github.io/praia-digital/  Podemos conversar 15 minutos para entender a necessidade da Costa Verde Imóveis?  Att, Carolina Moura CEO Praia Digital WhatsApp: (11) 95434-6288 E-mail: comercial@praia.digital ",lote-captacao-15leads-20260709.csv,2026-07-09,2026-07-13,2026-07-17,Sim
