URL,CLUSTER,SCHEMA,EXPECTED_SCHEMA,STATUS,EVIDENCE
imoveis/apartamento-3-quartos-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-3-quartos-suite-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-cobertura-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-duplex-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-duplex-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-duplex-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-duplex-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-frente-mar-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-frente-mar-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-frente-mar-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-frente-mar-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-frente-mar-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-frente-mar-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-frente-mar-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-garden-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-ilhabela.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-mobiliado-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-mobiliado-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-mobiliado-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-suite-vista-mar-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-suite-vista-mar-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-suite-vista-mar-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-suite-vista-mar-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-suite-vista-mar-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-suite-vista-mar-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-temporada-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-temporada-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-temporada-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-temporada-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-temporada-ubatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-ubatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/apartamento-vista-mar-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/bertioga-bertioga-aluguel.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/bertioga-centro-lançamento.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/bertioga-mata-atlântica-venda.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/bertioga-riviera-venda.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/bertioga-sao-lourenço-aluguel.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-fechado-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-fechado-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-fechado-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-fechado-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-fechado-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-fechado-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-condominio-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-ilhabela.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-ita-encontro-aguas.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-pe-na-areia-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-pe-na-areia-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-terrea-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-terrea-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-terrea-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-terrea-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-terrea-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-terrea-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-terrea-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-terrea-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-ubatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-vila-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-vila-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-vila-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-vila-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/casa-vila-ubatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-centro-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-centro-ilhabela.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-ilhabela.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-pe-na-areia-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-pe-na-areia-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-pe-na-areia-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/chale-ubatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-duplex-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-duplex-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-duplex-ubatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-ilhabela.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-penthouse-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-ubatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-vista-mar-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-vista-mar-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-vista-mar-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-vista-mar-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-vista-mar-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-vista-mar-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-vista-mar-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-vista-mar-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/cobertura-vista-mar-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-caraguatatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-centro-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-centro-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-centro-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-ilhabela.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/flat-ubatuba.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/frente-mar-bertioga.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/frente-mar-guaruja.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/frente-mar-itanhaem.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/frente-mar-mongagua.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/frente-mar-peruibe.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/frente-mar-praia-grande.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/frente-mar-santos.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/frente-mar-sao-vicente.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/guaruja-enseada-lançamento.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/guaruja-guaruja-aluguel.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/guaruja-jardim-acapulco-venda.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/guaruja-pernambuco-venda.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/guaruja-vila-julia-aluguel.html,imoveis,"BreadcrumbList,RealEstateListing",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-001-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-002-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-003-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-004-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-005-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-006-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-007-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-008-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-009-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-010-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-011-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-012-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
imoveis/imovel-013-santos-gonzaga-2026.html,imoveis,"RealEstateListing,Article,FAQPage,BreadcrumbList",RealEstateListing,SCHEMA_OK,valid
